"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"5170","18/01/2025","más de 46 años","Moderado","Otro","Proyecto personal","36739","Fondos"
"5171","27/04/2024","entre 36 y 45 años","Agresivo","Retiro","Vacaciones","59807","Fondos"
"5172","11/06/2024","entre 26 y 35 años","Moderado","Ahorro","Sin motivo específico","51055","Bonos"
"5173","11/12/2024","entre 26 y 35 años","Moderado","Ahorro","Aprendizaje","57355","Acciones"
"5174","23/06/2024","más de 46 años","Conservador","Otro","Sin motivo específico","44201","Bonos"
"5175","25/10/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","60552","Bonos"
"5176","07/03/2024","menos de 25 años","Moderado","Ahorro","Proyecto personal","98825","Acciones"
"5177","15/04/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","75492","Acciones"
"5178","20/10/2024","entre 26 y 35 años","Moderado","Inversión","Sin motivo específico","50245","Bonos"
"5179","21/04/2024","más de 46 años","Moderado","Ahorro","Vivienda","33832","Bonos"
"5180","13/11/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","65554","ETF"
"5181","08/12/2024","más de 46 años","Conservador","Inversión","Proyecto personal","24326","Acciones"
"5182","16/03/2024","entre 26 y 35 años","Conservador","Otro","Proyecto personal","71599","ETF"
"5183","06/02/2024","entre 26 y 35 años","Agresivo","Inversión","Sin motivo específico","26405","Fondos"
"5184","22/06/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","43959","Acciones"
"5185","13/04/2024","entre 36 y 45 años","Conservador","Otro","Aprendizaje","45625","ETF"
"5186","16/11/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","38134","Acciones"
"5187","10/03/2024","menos de 25 años","Moderado","Ahorro","Vacaciones","70359","Fondos"
"5188","02/07/2024","menos de 25 años","Agresivo","Otro","Sin motivo específico","98792","Fondos"
"5189","04/12/2024","más de 46 años","Moderado","Inversión","Vivienda","24620","Fondos"
"5190","31/03/2024","entre 36 y 45 años","Moderado","Inversión","Proyecto personal","59232","Acciones"
"5191","05/05/2024","entre 26 y 35 años","Moderado","Otro","Vacaciones","94891","Fondos"
"5192","24/10/2024","menos de 25 años","Moderado","Aumentar ingresos","Proyecto personal","92612","Fondos"
"5193","24/06/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","54701","Fondos"
"5194","26/02/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","43533","Fondos"
"5195","11/03/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","95245","Fondos"
"5196","11/09/2024","menos de 25 años","Conservador","Otro","Vivienda","47525","Bonos"
"5197","02/10/2024","menos de 25 años","Agresivo","Inversión","Proyecto personal","58118","Bonos"
"5198","28/06/2024","más de 46 años","Moderado","Aumentar ingresos","Sin motivo específico","28091","Acciones"
"5199","13/09/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","34286","ETF"
"5200","09/05/2024","más de 46 años","Agresivo","Retiro","Vacaciones","30864","Bonos"
"5201","12/12/2024","menos de 25 años","Moderado","Inversión","Proyecto personal","49771","ETF"
"5202","05/08/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","52271","Bonos"
"5203","02/04/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","94865","Bonos"
"5204","19/02/2024","entre 36 y 45 años","Conservador","Retiro","Aprendizaje","55244","Bonos"
"5205","06/10/2024","más de 46 años","Agresivo","Inversión","Vivienda","69310","ETF"
"5206","20/07/2024","más de 46 años","Moderado","Ahorro","Sin motivo específico","43222","Bonos"
"5207","27/12/2024","menos de 25 años","Conservador","Otro","Educación","56151","Fondos"
"5208","17/03/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","96580","Fondos"
"5209","11/03/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","33046","Bonos"
"5210","14/12/2024","entre 26 y 35 años","Moderado","Inversión","Vivienda","68465","Bonos"
"5211","04/11/2024","más de 46 años","Conservador","Ahorro","Vacaciones","36351","ETF"
"5212","28/02/2024","entre 26 y 35 años","Conservador","Inversión","Educación","50721","Bonos"
"5213","08/11/2024","más de 46 años","Agresivo","Otro","Vehículo","25940","Fondos"
"5214","14/02/2024","más de 46 años","Moderado","Inversión","Aprendizaje","87229","ETF"
"5215","07/12/2024","menos de 25 años","Conservador","Ahorro","Vivienda","33722","Fondos"
"5216","28/06/2024","menos de 25 años","Conservador","Ahorro","Vivienda","94384","Bonos"
"5217","06/05/2024","más de 46 años","Agresivo","Otro","Vivienda","44206","Bonos"
"5218","19/01/2025","entre 36 y 45 años","Conservador","Inversión","Vacaciones","75295","Acciones"
"5219","15/06/2024","entre 26 y 35 años","Moderado","Inversión","Vacaciones","47703","Acciones"
"5220","02/05/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","98220","Acciones"
"5221","25/10/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vivienda","86109","Fondos"
"5222","15/08/2024","entre 26 y 35 años","Moderado","Retiro","Aprendizaje","22560","Fondos"
"5223","27/05/2024","entre 36 y 45 años","Moderado","Otro","Vivienda","88421","Bonos"
"5224","23/09/2024","entre 26 y 35 años","Moderado","Otro","Vivienda","79767","ETF"
"5225","13/02/2024","más de 46 años","Agresivo","Inversión","Vehículo","20427","Fondos"
"5226","16/03/2024","más de 46 años","Conservador","Inversión","Educación","99078","ETF"
"5227","19/12/2024","menos de 25 años","Moderado","Aumentar ingresos","Proyecto personal","72749","Bonos"
"5228","13/01/2025","más de 46 años","Moderado","Ahorro","Sin motivo específico","80071","Fondos"
"5229","07/10/2024","menos de 25 años","Conservador","Otro","Vehículo","24387","Fondos"
"5230","17/05/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","41183","Acciones"
"5231","04/06/2024","entre 26 y 35 años","Moderado","Ahorro","Vacaciones","89337","Bonos"
"5232","28/03/2024","más de 46 años","Moderado","Ahorro","Vivienda","62750","ETF"
"5233","28/12/2024","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","27529","Bonos"
"5234","03/05/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","90237","Bonos"
"5235","11/10/2024","entre 36 y 45 años","Agresivo","Otro","Proyecto personal","52956","Acciones"
"5236","22/01/2025","entre 36 y 45 años","Conservador","Otro","Educación","89742","Acciones"
"5237","19/06/2024","entre 36 y 45 años","Conservador","Retiro","Vehículo","74109","Bonos"
"5238","06/10/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Aprendizaje","46210","Acciones"
"5239","03/10/2024","menos de 25 años","Moderado","Aumentar ingresos","Vehículo","43835","ETF"
"5240","21/11/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","23600","Acciones"
"5241","08/11/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","49335","ETF"
"5242","12/05/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","65434","Bonos"
"5243","03/09/2024","más de 46 años","Conservador","Inversión","Vehículo","25087","Acciones"
"5244","15/09/2024","más de 46 años","Moderado","Retiro","Proyecto personal","43580","ETF"
"5245","26/05/2024","entre 36 y 45 años","Conservador","Retiro","Vacaciones","43495","Fondos"
"5246","28/02/2024","entre 26 y 35 años","Agresivo","Inversión","Vivienda","59032","Acciones"
"5247","30/11/2024","más de 46 años","Agresivo","Retiro","Vehículo","31906","Fondos"
"5248","10/08/2024","entre 26 y 35 años","Conservador","Retiro","Educación","22488","ETF"
"5249","26/11/2024","entre 26 y 35 años","Agresivo","Ahorro","Aprendizaje","31125","Bonos"
"5250","25/12/2024","menos de 25 años","Conservador","Retiro","Vehículo","44153","Bonos"
"5251","11/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Vacaciones","31091","ETF"
"5252","11/05/2024","más de 46 años","Agresivo","Retiro","Sin motivo específico","62905","Acciones"
"5253","24/09/2024","entre 36 y 45 años","Moderado","Otro","Proyecto personal","86931","Fondos"
"5254","21/01/2025","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","96869","ETF"
"5255","21/03/2024","menos de 25 años","Conservador","Aumentar ingresos","Vivienda","49223","Fondos"
"5256","22/10/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","48897","ETF"
"5257","20/03/2024","menos de 25 años","Moderado","Retiro","Aprendizaje","91475","Fondos"
"5258","10/11/2024","más de 46 años","Conservador","Ahorro","Sin motivo específico","22125","Bonos"
"5259","15/03/2024","más de 46 años","Moderado","Aumentar ingresos","Vehículo","98614","ETF"
"5260","07/12/2024","menos de 25 años","Conservador","Ahorro","Vivienda","87358","Bonos"
"5261","06/06/2024","más de 46 años","Conservador","Retiro","Sin motivo específico","31540","Fondos"
"5262","26/12/2024","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","84548","Bonos"
"5263","15/09/2024","menos de 25 años","Conservador","Retiro","Proyecto personal","27415","Bonos"
"5264","02/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","50037","Bonos"
"5265","29/05/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","65689","Bonos"
"5266","14/04/2024","menos de 25 años","Moderado","Retiro","Educación","51937","Acciones"
"5267","25/11/2024","más de 46 años","Agresivo","Retiro","Vacaciones","33098","Bonos"
"5268","13/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","38502","Fondos"
"5269","22/12/2024","entre 26 y 35 años","Agresivo","Otro","Aprendizaje","90513","Bonos"
"5270","29/07/2024","menos de 25 años","Conservador","Otro","Aprendizaje","76851","Bonos"
"5271","17/01/2025","entre 36 y 45 años","Agresivo","Inversión","Vehículo","79077","Acciones"
"5272","09/04/2024","menos de 25 años","Moderado","Retiro","Aprendizaje","53257","Bonos"
"5273","22/07/2024","entre 26 y 35 años","Conservador","Retiro","Vehículo","96235","Bonos"
"5274","19/09/2024","menos de 25 años","Moderado","Otro","Vivienda","21244","Fondos"
"5275","08/03/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","73242","Bonos"
"5276","22/09/2024","menos de 25 años","Moderado","Ahorro","Proyecto personal","91995","Acciones"
"5277","24/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","50439","Fondos"
"5278","11/07/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vivienda","29495","Acciones"
"5279","15/11/2024","entre 26 y 35 años","Agresivo","Retiro","Sin motivo específico","35585","Acciones"
"5280","31/07/2024","menos de 25 años","Agresivo","Retiro","Aprendizaje","33721","ETF"
"5281","08/04/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","25891","ETF"
"5282","03/08/2024","más de 46 años","Agresivo","Inversión","Vehículo","24219","Fondos"
"5283","26/12/2024","entre 26 y 35 años","Agresivo","Inversión","Aprendizaje","29382","Acciones"
"5284","26/11/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","68303","ETF"
"5285","01/01/2025","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","73314","Bonos"
"5286","12/09/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","22776","Bonos"
"5287","27/12/2024","entre 26 y 35 años","Agresivo","Otro","Vehículo","22480","Acciones"
"5288","03/08/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vehículo","82284","ETF"
"5289","24/12/2024","entre 26 y 35 años","Moderado","Ahorro","Vivienda","20137","Acciones"
"5290","14/01/2025","menos de 25 años","Conservador","Otro","Sin motivo específico","71437","ETF"
"5291","22/11/2024","más de 46 años","Moderado","Retiro","Vehículo","87018","Bonos"
"5292","08/10/2024","menos de 25 años","Conservador","Aumentar ingresos","Sin motivo específico","83037","ETF"
"5293","02/01/2025","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","20179","Fondos"
"5294","29/09/2024","más de 46 años","Agresivo","Aumentar ingresos","Vehículo","28221","Bonos"
"5295","30/08/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Proyecto personal","31883","Acciones"
"5296","15/04/2024","más de 46 años","Moderado","Otro","Educación","59077","Bonos"
"5297","10/08/2024","entre 36 y 45 años","Agresivo","Retiro","Vivienda","28940","Fondos"
"5298","25/04/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","23300","Fondos"
"5299","13/09/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","69909","Acciones"
"5300","04/03/2024","entre 26 y 35 años","Moderado","Inversión","Vacaciones","82173","Acciones"
"5301","07/06/2024","más de 46 años","Conservador","Retiro","Proyecto personal","22778","Fondos"
"5302","26/12/2024","menos de 25 años","Conservador","Inversión","Vivienda","94152","Fondos"
"5303","19/12/2024","más de 46 años","Agresivo","Ahorro","Vehículo","65890","Acciones"
"5304","17/01/2025","entre 36 y 45 años","Conservador","Otro","Proyecto personal","53474","ETF"
"5305","20/07/2024","más de 46 años","Agresivo","Aumentar ingresos","Vivienda","43193","Acciones"
"5306","16/03/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","83248","ETF"
"5307","15/05/2024","entre 36 y 45 años","Moderado","Ahorro","Vivienda","26520","Fondos"
"5308","26/03/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Sin motivo específico","47359","Acciones"
"5309","20/05/2024","más de 46 años","Agresivo","Ahorro","Aprendizaje","20220","Fondos"
"5310","15/07/2024","entre 36 y 45 años","Conservador","Otro","Vehículo","45844","Fondos"
"5311","12/08/2024","menos de 25 años","Moderado","Ahorro","Proyecto personal","68290","Fondos"
"5312","18/02/2024","entre 36 y 45 años","Conservador","Otro","Sin motivo específico","22116","Acciones"
"5313","11/03/2024","entre 36 y 45 años","Conservador","Retiro","Aprendizaje","40361","Acciones"
"5314","18/04/2024","más de 46 años","Conservador","Ahorro","Vehículo","58694","ETF"
"5315","14/03/2024","menos de 25 años","Moderado","Retiro","Vacaciones","38446","Fondos"
"5316","11/03/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","78204","Bonos"
"5317","20/10/2024","menos de 25 años","Moderado","Retiro","Vehículo","69531","ETF"
"5318","09/10/2024","entre 26 y 35 años","Conservador","Retiro","Vacaciones","89824","ETF"
"5319","01/11/2024","menos de 25 años","Moderado","Retiro","Proyecto personal","68704","Acciones"
"5320","22/03/2024","entre 26 y 35 años","Agresivo","Retiro","Educación","83278","Bonos"
"5321","20/08/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","96036","Bonos"
"5322","29/01/2024","más de 46 años","Moderado","Otro","Vivienda","94772","Fondos"
"5323","28/05/2024","entre 26 y 35 años","Conservador","Inversión","Vehículo","24081","Bonos"
"5324","13/09/2024","más de 46 años","Moderado","Otro","Proyecto personal","20979","Fondos"
"5325","15/05/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","76160","Fondos"
"5326","24/08/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","26455","Bonos"
"5327","12/02/2024","menos de 25 años","Conservador","Inversión","Educación","35904","ETF"
"5328","09/01/2025","entre 36 y 45 años","Agresivo","Otro","Aprendizaje","79360","Bonos"
"5329","10/09/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vivienda","73913","Acciones"
"5330","27/02/2024","más de 46 años","Agresivo","Retiro","Proyecto personal","60038","Bonos"
"5331","26/11/2024","entre 36 y 45 años","Agresivo","Retiro","Vacaciones","88526","Fondos"
"5332","20/07/2024","menos de 25 años","Agresivo","Otro","Aprendizaje","88840","Acciones"
"5333","29/05/2024","menos de 25 años","Moderado","Otro","Aprendizaje","21314","Bonos"
"5334","01/09/2024","entre 26 y 35 años","Agresivo","Ahorro","Vivienda","87251","Acciones"
"5335","13/04/2024","entre 36 y 45 años","Agresivo","Inversión","Vivienda","72286","Acciones"
"5336","07/07/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","31508","Fondos"
"5337","08/12/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vivienda","42717","Bonos"
"5338","19/09/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vivienda","60249","Bonos"
"5339","31/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Vacaciones","35836","Bonos"
"5340","08/09/2024","más de 46 años","Conservador","Inversión","Vehículo","67603","ETF"
"5341","10/10/2024","entre 26 y 35 años","Conservador","Inversión","Educación","63811","ETF"
"5342","25/12/2024","menos de 25 años","Agresivo","Aumentar ingresos","Sin motivo específico","57115","Fondos"
"5343","03/01/2025","más de 46 años","Conservador","Ahorro","Vehículo","74488","Fondos"
"5344","13/06/2024","entre 26 y 35 años","Conservador","Inversión","Vehículo","83372","Bonos"
"5345","02/04/2024","menos de 25 años","Moderado","Aumentar ingresos","Educación","82423","Fondos"
"5346","03/03/2024","menos de 25 años","Agresivo","Inversión","Vacaciones","94736","Fondos"
"5347","04/12/2024","más de 46 años","Moderado","Inversión","Aprendizaje","28322","ETF"
"5348","04/05/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vehículo","95008","Bonos"
"5349","04/08/2024","entre 36 y 45 años","Agresivo","Otro","Vehículo","82233","Acciones"
"5350","25/11/2024","menos de 25 años","Agresivo","Aumentar ingresos","Aprendizaje","40047","Bonos"
"5351","29/03/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vacaciones","77033","Bonos"
"5352","10/02/2024","menos de 25 años","Agresivo","Ahorro","Proyecto personal","53856","Fondos"
"5353","17/01/2025","entre 26 y 35 años","Conservador","Inversión","Educación","28285","Acciones"
"5354","13/12/2024","entre 36 y 45 años","Agresivo","Otro","Vacaciones","69059","Acciones"
"5355","06/08/2024","más de 46 años","Moderado","Inversión","Proyecto personal","34310","Acciones"
"5356","24/04/2024","entre 36 y 45 años","Conservador","Inversión","Educación","89631","Bonos"
"5357","21/05/2024","menos de 25 años","Moderado","Aumentar ingresos","Educación","46939","Bonos"
"5358","08/02/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","37591","ETF"
"5359","02/11/2024","entre 36 y 45 años","Conservador","Retiro","Vacaciones","89952","Acciones"
"5360","30/03/2024","más de 46 años","Agresivo","Otro","Vehículo","40280","Acciones"
"5361","29/12/2024","menos de 25 años","Conservador","Inversión","Proyecto personal","94078","Bonos"
"5362","04/04/2024","menos de 25 años","Conservador","Otro","Educación","25038","Fondos"
"5363","22/02/2024","menos de 25 años","Conservador","Otro","Proyecto personal","73684","ETF"
"5364","22/04/2024","entre 36 y 45 años","Moderado","Ahorro","Aprendizaje","39416","Acciones"
"5365","09/06/2024","más de 46 años","Conservador","Inversión","Proyecto personal","62128","Acciones"
"5366","24/07/2024","entre 26 y 35 años","Conservador","Retiro","Vivienda","84235","ETF"
"5367","27/03/2024","entre 36 y 45 años","Agresivo","Otro","Sin motivo específico","44650","Acciones"
"5368","02/04/2024","menos de 25 años","Moderado","Aumentar ingresos","Aprendizaje","57386","Bonos"
"5369","01/12/2024","entre 36 y 45 años","Conservador","Retiro","Aprendizaje","71584","Bonos"
"5370","28/06/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","91944","Acciones"
"5371","17/06/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","93325","Fondos"
"5372","20/05/2024","entre 26 y 35 años","Agresivo","Otro","Aprendizaje","57078","Bonos"
"5373","13/03/2024","menos de 25 años","Conservador","Otro","Vehículo","71931","Fondos"
"5374","24/09/2024","entre 26 y 35 años","Conservador","Inversión","Vivienda","20592","Fondos"
"5375","23/06/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","92368","Fondos"
"5376","04/07/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vivienda","45225","Acciones"
"5377","08/07/2024","entre 36 y 45 años","Agresivo","Ahorro","Educación","41411","Fondos"
"5378","27/10/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","35975","Fondos"
"5379","22/07/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","42654","Acciones"
"5380","14/02/2024","menos de 25 años","Conservador","Inversión","Vehículo","49145","ETF"
"5381","22/11/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","83272","ETF"
"5382","30/04/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","72987","Fondos"
"5383","09/06/2024","más de 46 años","Moderado","Aumentar ingresos","Vehículo","74845","Fondos"
"5384","09/11/2024","más de 46 años","Agresivo","Otro","Vacaciones","82917","ETF"
"5385","04/01/2025","entre 26 y 35 años","Agresivo","Inversión","Aprendizaje","86880","Bonos"
"5386","20/06/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","71386","Acciones"
"5387","16/09/2024","entre 26 y 35 años","Agresivo","Otro","Vacaciones","80243","Bonos"
"5388","26/09/2024","menos de 25 años","Conservador","Otro","Vacaciones","28862","Bonos"
"5389","17/05/2024","entre 26 y 35 años","Agresivo","Ahorro","Vacaciones","49792","Bonos"
"5390","08/09/2024","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","29917","Bonos"
"5391","11/02/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","45791","Bonos"
"5392","17/11/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","27448","ETF"
"5393","08/06/2024","menos de 25 años","Moderado","Retiro","Educación","52688","Acciones"
"5394","07/04/2024","más de 46 años","Moderado","Inversión","Proyecto personal","39794","Bonos"
"5395","30/12/2024","menos de 25 años","Conservador","Ahorro","Aprendizaje","68683","ETF"
"5396","05/07/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","20834","Acciones"
"5397","18/08/2024","menos de 25 años","Moderado","Inversión","Proyecto personal","90409","Fondos"
"5398","12/04/2024","más de 46 años","Conservador","Retiro","Vacaciones","61338","Acciones"
"5399","18/02/2024","menos de 25 años","Conservador","Otro","Aprendizaje","48480","Fondos"
"5400","01/02/2024","más de 46 años","Agresivo","Retiro","Vehículo","97334","ETF"
"5401","16/08/2024","entre 26 y 35 años","Moderado","Retiro","Sin motivo específico","75627","Bonos"
"5402","20/10/2024","entre 26 y 35 años","Moderado","Inversión","Sin motivo específico","23434","Bonos"
"5403","26/11/2024","menos de 25 años","Conservador","Aumentar ingresos","Proyecto personal","20014","ETF"
"5404","10/07/2024","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","22386","Bonos"
"5405","01/10/2024","más de 46 años","Moderado","Retiro","Aprendizaje","50245","Fondos"
"5406","30/07/2024","más de 46 años","Moderado","Ahorro","Vivienda","79099","Bonos"
"5407","12/05/2024","entre 26 y 35 años","Moderado","Retiro","Vehículo","35685","Bonos"
"5408","03/03/2024","más de 46 años","Moderado","Aumentar ingresos","Proyecto personal","58681","Bonos"
"5409","11/04/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","58916","Acciones"
"5410","11/11/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Sin motivo específico","84514","Acciones"
"5411","03/12/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","35678","ETF"
"5412","20/01/2025","más de 46 años","Moderado","Retiro","Sin motivo específico","40752","Bonos"
"5413","01/08/2024","entre 26 y 35 años","Conservador","Otro","Aprendizaje","20938","Fondos"
"5414","15/04/2024","menos de 25 años","Moderado","Ahorro","Proyecto personal","67748","ETF"
"5415","03/03/2024","entre 36 y 45 años","Conservador","Inversión","Sin motivo específico","76263","Fondos"
"5416","21/02/2024","entre 26 y 35 años","Agresivo","Inversión","Sin motivo específico","88737","ETF"
"5417","13/07/2024","más de 46 años","Conservador","Aumentar ingresos","Sin motivo específico","92440","Acciones"
"5418","13/04/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vivienda","86435","Fondos"
"5419","03/01/2025","más de 46 años","Agresivo","Ahorro","Sin motivo específico","37668","Fondos"
"5420","09/12/2024","más de 46 años","Agresivo","Retiro","Vivienda","89519","Bonos"
"5421","02/08/2024","más de 46 años","Moderado","Inversión","Proyecto personal","45378","Acciones"
"5422","02/10/2024","entre 36 y 45 años","Moderado","Otro","Aprendizaje","63184","Bonos"
"5423","19/03/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","75847","Acciones"
"5424","19/08/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","53987","Bonos"
"5425","29/12/2024","más de 46 años","Agresivo","Ahorro","Aprendizaje","61472","Bonos"
"5426","06/06/2024","entre 36 y 45 años","Conservador","Ahorro","Vacaciones","60728","ETF"
"5427","26/09/2024","más de 46 años","Agresivo","Inversión","Sin motivo específico","47873","ETF"
"5428","02/10/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vacaciones","77302","ETF"
"5429","15/05/2024","entre 36 y 45 años","Moderado","Ahorro","Proyecto personal","71934","Acciones"
"5430","10/01/2025","entre 26 y 35 años","Conservador","Ahorro","Vacaciones","26807","Bonos"
"5431","31/08/2024","más de 46 años","Agresivo","Retiro","Aprendizaje","55458","Bonos"
"5432","14/09/2024","menos de 25 años","Conservador","Otro","Educación","35215","Fondos"
"5433","06/02/2024","entre 36 y 45 años","Moderado","Inversión","Aprendizaje","45632","ETF"
"5434","07/11/2024","entre 36 y 45 años","Agresivo","Otro","Educación","77892","Bonos"
"5435","16/11/2024","entre 26 y 35 años","Moderado","Ahorro","Vivienda","70883","Bonos"
"5436","21/05/2024","más de 46 años","Agresivo","Inversión","Vacaciones","90526","Fondos"
"5437","22/11/2024","menos de 25 años","Agresivo","Inversión","Vacaciones","51947","ETF"
"5438","26/08/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","53821","Fondos"
"5439","17/01/2025","entre 36 y 45 años","Moderado","Inversión","Proyecto personal","23066","Fondos"
"5440","06/12/2024","entre 36 y 45 años","Moderado","Retiro","Aprendizaje","57277","Fondos"
"5441","22/10/2024","menos de 25 años","Agresivo","Ahorro","Vivienda","86221","Fondos"
"5442","04/04/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","37957","Acciones"
"5443","05/06/2024","más de 46 años","Agresivo","Inversión","Sin motivo específico","81157","ETF"
"5444","04/11/2024","menos de 25 años","Moderado","Otro","Vivienda","51741","Bonos"
"5445","06/11/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Educación","60558","Acciones"
"5446","18/05/2024","más de 46 años","Conservador","Inversión","Proyecto personal","95082","Fondos"
"5447","25/11/2024","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","56760","Bonos"
"5448","26/09/2024","más de 46 años","Moderado","Inversión","Proyecto personal","26160","Bonos"
"5449","30/07/2024","entre 26 y 35 años","Conservador","Ahorro","Proyecto personal","24844","ETF"
"5450","23/05/2024","menos de 25 años","Moderado","Otro","Proyecto personal","43788","Bonos"
"5451","06/02/2024","más de 46 años","Moderado","Ahorro","Vivienda","37167","Bonos"
"5452","22/07/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Aprendizaje","96314","Fondos"
"5453","13/06/2024","entre 26 y 35 años","Moderado","Otro","Vacaciones","25039","ETF"
"5454","15/07/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","35576","Fondos"
"5455","21/05/2024","entre 26 y 35 años","Conservador","Otro","Vacaciones","35015","Bonos"
"5456","03/08/2024","más de 46 años","Conservador","Otro","Aprendizaje","76225","ETF"
"5457","08/12/2024","entre 36 y 45 años","Moderado","Inversión","Vehículo","50298","Acciones"
"5458","03/06/2024","entre 36 y 45 años","Conservador","Otro","Sin motivo específico","33885","Bonos"
"5459","23/03/2024","menos de 25 años","Agresivo","Otro","Educación","23935","Fondos"
"5460","11/02/2024","entre 36 y 45 años","Agresivo","Ahorro","Sin motivo específico","57183","Fondos"
"5461","04/07/2024","entre 26 y 35 años","Agresivo","Ahorro","Educación","92846","Fondos"
"5462","31/07/2024","más de 46 años","Agresivo","Aumentar ingresos","Vacaciones","36274","ETF"
"5463","19/12/2024","menos de 25 años","Moderado","Inversión","Proyecto personal","45448","Acciones"
